,ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,age_lower_bound,age_upper_bound
650,1121342,1178,144580,35-39,M,23,104869.0,18.0,34.07000089,1,0.0,35,39
651,1121344,1178,144581,35-39,M,24,165177.0,23.0,41.71999967,4,1.0,35,39
652,1121345,1178,144581,35-39,M,24,84194.0,11.0,19.56999981,1,0.0,35,39
653,1121347,1178,144581,35-39,M,24,220581.0,31.0,57.37,1,1.0,35,39
654,1121350,1178,144582,35-39,M,25,75804.0,10.0,17.36999965,2,1.0,35,39
655,1121352,1178,144582,35-39,M,25,368986.0,59.0,100.289999,0,0.0,35,39
656,1121353,1178,144582,35-39,M,25,28194.0,3.0,3.709999919,2,0.0,35,39
657,1121355,1178,144583,35-39,M,26,99961.0,14.0,23.2099998,1,0.0,35,39
658,1121359,1178,144583,35-39,M,26,7573.0,0.0,0.0,1,0.0,35,39
659,1121361,1178,144584,35-39,M,27,544667.25,92.25,147.842499759,6,1.0,35,39
660,1121364,1178,144584,35-39,M,27,274222.0,43.0,66.7700001,2,1.0,35,39
661,1121365,1178,144584,35-39,M,27,110503.0,25.0,32.67999995,4,0.0,35,39
662,1121367,1178,144585,35-39,M,28,544667.25,92.25,147.842499759,6,2.5,35,39
663,1121368,1178,144585,35-39,M,28,358987.0,52.0,87.55000067,1,0.0,35,39
664,1121369,1178,144585,35-39,M,28,544667.25,92.25,147.842499759,5,1.0,35,39
665,1121370,1178,144585,35-39,M,28,544667.25,84.0,147.842499759,3,0.0,35,39
666,1121372,1178,144585,35-39,M,28,378350.0,55.0,96.48000073,4,0.0,35,39
667,1121373,1178,144586,35-39,M,29,492784.0,56.0,95.5100013,6,2.5,35,39
668,1121374,1178,144586,35-39,M,29,327158.0,43.0,72.3100003,6,2.0,35,39
669,1121375,1178,144586,35-39,M,29,9921.0,0.0,0.0,1,0.0,35,39
670,1121377,1178,144586,35-39,M,29,59390.0,5.0,9.209999919,5,2.5,35,39
671,1121378,1178,144586,35-39,M,29,544667.25,92.25,147.842499759,6,2.0,35,39
672,1121379,1178,144587,35-39,M,30,49422.0,6.0,11.17000031,1,0.0,35,39
673,1121380,1178,144587,35-39,M,30,131091.0,18.0,34.23000026,3,1.0,35,39
674,1121381,1178,144587,35-39,M,30,95691.0,15.0,25.26000011,1,1.0,35,39
675,1121390,1178,144588,35-39,M,31,15513.0,1.0,1.289999962,1,0.0,35,39
676,1121391,1178,144589,35-39,M,32,382537.0,63.0,113.9900012,4,2.5,35,39
677,1121394,1178,144589,35-39,M,32,461356.0,64.0,121.0999982,6,2.5,35,39
678,1121395,1178,144589,35-39,M,32,392541.0,53.0,98.70000017,3,2.0,35,39
679,1121398,1178,144590,35-39,M,36,35088.0,5.0,8.800000072,1,1.0,35,39
680,1121400,1178,144590,35-39,M,36,53933.0,6.0,9.929999948,3,1.0,35,39
681,1121403,1178,144591,35-39,M,63,228861.0,33.0,53.38999939,4,2.0,35,39
682,1121405,1178,144591,35-39,M,63,20959.0,2.0,3.769999981,1,1.0,35,39
683,1121410,1178,144592,35-39,M,64,24992.0,2.0,3.190000057,1,0.0,35,39
684,1121411,1178,144592,35-39,M,64,100351.0,15.0,24.17999995,2,1.0,35,39
685,1121412,1178,144592,35-39,M,64,292448.0,43.0,76.89999968,2,1.0,35,39
686,1121413,1178,144592,35-39,M,64,65060.0,7.0,14.5200001,1,1.0,35,39
687,1121414,1178,144592,35-39,M,64,133316.0,21.0,36.17000055,2,0.0,35,39
688,1121415,1178,144593,35-39,M,65,113501.0,26.0,38.44000077,5,2.5,35,39
689,1121418,1178,144593,35-39,M,65,192810.0,41.0,61.92999995,4,2.5,35,39
690,1121421,1178,144594,35-39,M,2,233404.0,43.0,70.4100008,2,1.0,35,39
691,1121422,1178,144594,35-39,M,2,128843.0,24.0,37.5999999,2,0.0,35,39
692,1121423,1178,144594,35-39,M,2,63564.0,12.0,20.59000027,2,0.0,35,39
693,1121425,1178,144594,35-39,M,2,85970.0,14.0,24.78000021,1,1.0,35,39
694,1121428,1178,144595,35-39,M,7,131232.0,16.0,29.53999937,1,1.0,35,39
695,1121429,1178,144595,35-39,M,7,152454.0,22.0,37.84999979,1,1.0,35,39
696,1121430,1178,144595,35-39,M,7,28989.0,2.0,2.290000021,1,0.0,35,39
697,1121433,1178,144596,35-39,M,66,80248.0,15.0,24.1900003,1,1.0,35,39
698,1121437,1178,144596,35-39,M,66,38580.0,5.0,8.519999981,1,0.0,35,39
699,1121439,1178,144597,40-44,M,10,544667.25,91.0,147.842499759,5,1.0,40,44
700,1121440,1178,144597,40-44,M,10,250499.0,36.0,58.14000005,3,1.0,40,44
701,1121442,1178,144597,40-44,M,10,131637.0,18.0,29.30999982,2,1.0,40,44
702,1121443,1178,144597,40-44,M,10,463813.0,69.0,116.3399996,4,2.0,40,44
703,1121444,1178,144597,40-44,M,10,211767.0,35.0,60.89999914,5,1.0,40,44
704,1121446,1178,144598,40-44,M,15,163181.0,26.0,40.02000093,1,1.0,40,44
705,1121451,1178,144599,40-44,M,16,544667.25,92.25,147.842499759,6,2.0,40,44
706,1121452,1178,144599,40-44,M,16,544667.25,92.25,147.842499759,6,2.5,40,44
707,1121453,1178,144599,40-44,M,16,455248.0,54.0,105.7099996,5,2.0,40,44
708,1121454,1178,144599,40-44,M,16,75589.0,6.0,10.66000009,1,1.0,40,44
709,1121455,1178,144599,40-44,M,16,544667.25,82.0,143.3000009,3,2.0,40,44
710,1121456,1178,144599,40-44,M,16,315281.0,35.0,65.02999854,1,0.0,40,44
711,1121464,1178,144601,40-44,M,19,363456.0,71.0,117.5599997,6,1.0,40,44
712,1121466,1178,144601,40-44,M,19,438983.0,81.0,143.4300001,3,1.0,40,44
713,1121467,1178,144601,40-44,M,19,42563.0,5.0,9.659999847,1,1.0,40,44
714,1121469,1178,144602,40-44,M,20,399035.0,75.0,124.7999995,6,2.5,40,44
715,1121471,1178,144602,40-44,M,20,304680.0,59.0,98.55000019,3,0.0,40,44
716,1121472,1178,144602,40-44,M,20,140596.0,23.0,40.77000022,1,0.0,40,44
717,1121473,1178,144602,40-44,M,20,439986.0,80.0,134.8799999,4,2.5,40,44
718,1121474,1178,144602,40-44,M,20,75803.0,11.0,19.3599999,2,2.0,40,44
719,1121477,1178,144603,40-44,M,21,7073.0,0.0,0.0,1,0.0,40,44
720,1121481,1178,144604,40-44,M,22,153586.0,28.0,43.01000035,2,0.0,40,44
721,1121482,1178,144604,40-44,M,22,180815.0,31.0,42.62999976,1,0.0,40,44
722,1121483,1178,144604,40-44,M,22,253169.0,51.0,75.78999984,1,0.0,40,44
723,1121484,1178,144604,40-44,M,22,34453.0,5.0,7.710000038,1,1.0,40,44
724,1121487,1178,144605,40-44,M,23,51550.0,8.0,14.03999984,1,0.0,40,44
725,1121489,1178,144605,40-44,M,23,110018.0,24.0,39.85999966,1,0.0,40,44
726,1121493,1178,144606,40-44,M,24,137584.0,21.0,36.77999961,1,0.0,40,44
727,1121497,1178,144606,40-44,M,24,209825.0,30.0,54.86999953,1,0.0,40,44
728,1121499,1178,144607,40-44,M,25,264222.0,63.0,87.7899996,1,1.0,40,44
729,1121510,1178,144608,40-44,M,26,31202.0,5.0,6.730000019,1,0.0,40,44
730,1121511,1178,144609,40-44,M,27,252991.0,49.0,76.83999932,3,0.0,40,44
731,1121514,1178,144609,40-44,M,27,56265.0,9.0,15.53999972,1,0.0,40,44
732,1121523,1178,144611,40-44,M,29,76923.0,11.0,17.67000008,2,2.0,40,44
733,1121524,1178,144611,40-44,M,29,209332.0,30.0,49.60000014,3,1.0,40,44
734,1121525,1178,144611,40-44,M,29,214094.0,31.0,53.26999903,1,0.0,40,44
735,1121526,1178,144611,40-44,M,29,526209.0,85.0,126.9299996,3,2.0,40,44
736,1121527,1178,144611,40-44,M,29,544667.25,92.25,147.842499759,4,1.0,40,44
737,1121528,1178,144611,40-44,M,29,172827.0,25.0,38.42000043,2,0.0,40,44
738,1121530,1178,144612,40-44,M,30,188873.0,38.0,58.5999999,1,1.0,40,44
739,1121532,1178,144612,40-44,M,30,123126.0,25.0,39.72999978,2,1.0,40,44
740,1121535,1178,144613,40-44,M,31,77794.0,14.0,19.11000001,1,1.0,40,44
741,1121541,1178,144614,40-44,M,32,56630.0,9.0,15.81000018,1,1.0,40,44
742,1121544,1178,144614,40-44,M,32,400844.0,85.0,140.9700022,4,2.0,40,44
743,1121545,1178,144614,40-44,M,32,208572.0,36.0,60.76000023,2,1.0,40,44
744,1121548,1178,144615,40-44,M,36,59004.0,8.0,13.51000011,1,0.0,40,44
745,1121551,1178,144615,40-44,M,36,196253.0,32.0,55.10000002,1,0.0,40,44
746,1121554,1178,144616,40-44,M,63,51858.0,8.0,12.63000011,1,1.0,40,44
747,1121557,1178,144616,40-44,M,63,280764.0,49.0,81.36000025,2,1.0,40,44
748,1121561,1178,144617,40-44,M,64,63660.0,11.0,16.47000003,1,1.0,40,44
749,1121562,1178,144617,40-44,M,64,109289.0,19.0,31.02999997,1,0.0,40,44
750,1121568,1178,144618,40-44,M,65,188440.0,40.0,60.72999966,2,1.0,40,44
751,1121571,1178,144619,40-44,M,2,212496.0,44.0,74.83000135,2,1.0,40,44
752,1121572,1178,144619,40-44,M,2,32574.0,5.0,7.480000019,1,0.0,40,44
753,1121575,1178,144619,40-44,M,2,128595.0,23.0,36.4800005,1,1.0,40,44
754,1121577,1178,144620,40-44,M,7,242234.0,48.0,68.06000054,2,0.0,40,44
755,1121584,1178,144621,40-44,M,66,33154.0,5.0,7.879999995,1,1.0,40,44
756,1121585,1178,144621,40-44,M,66,9773.0,1.0,1.460000038,1,0.0,40,44
757,1121589,1178,144622,45-49,M,10,464036.0,77.0,123.5500004,3,1.0,45,49
758,1121590,1178,144622,45-49,M,10,478480.0,75.0,135.7500012,3,1.0,45,49
759,1121592,1178,144622,45-49,M,10,428812.0,66.0,116.8800001,4,2.0,45,49
760,1121593,1178,144622,45-49,M,10,544667.25,92.25,147.842499759,6,2.5,45,49
761,1121594,1178,144622,45-49,M,10,426500.0,72.0,128.2799988,4,1.0,45,49
762,1121597,1178,144623,45-49,M,15,54237.0,7.0,10.77999985,2,1.0,45,49
763,1121598,1178,144623,45-49,M,15,506916.0,89.0,133.6999986,2,2.0,45,49
764,1121599,1178,144623,45-49,M,15,250960.0,42.0,64.87999952,2,0.0,45,49
765,1121601,1178,144624,45-49,M,16,544667.25,92.25,147.842499759,6,2.5,45,49
766,1121602,1178,144624,45-49,M,16,544667.25,92.25,147.842499759,6,1.0,45,49
767,1121603,1178,144624,45-49,M,16,159478.0,20.0,33.89999998,3,1.0,45,49
768,1121605,1178,144624,45-49,M,16,544667.25,92.25,147.842499759,6,2.5,45,49
769,1121606,1178,144624,45-49,M,16,544667.25,92.25,147.842499759,6,2.0,45,49
770,1121607,1178,144625,45-49,M,18,154572.0,26.0,40.93000007,1,1.0,45,49
771,1121609,1178,144625,45-49,M,18,378171.0,70.0,109.2500008,1,0.0,45,49
772,1121612,1178,144625,45-49,M,18,468749.0,84.0,134.1199975,6,1.0,45,49
773,1121613,1178,144626,45-49,M,19,309823.0,60.0,103.3899996,4,2.5,45,49
774,1121615,1178,144626,45-49,M,19,327227.0,65.0,116.5599996,5,0.0,45,49
775,1121616,1178,144626,45-49,M,19,334945.0,72.0,120.2999994,2,1.0,45,49
776,1121617,1178,144626,45-49,M,19,68859.0,15.0,25.45999968,1,0.0,45,49
777,1121619,1178,144627,45-49,M,20,127125.0,20.0,35.67999983,2,0.0,45,49
778,1121620,1178,144627,45-49,M,20,415798.0,80.0,131.7800006,3,1.0,45,49
779,1121622,1178,144627,45-49,M,20,107671.0,20.0,29.91000021,1,1.0,45,49
780,1121623,1178,144627,45-49,M,20,164356.0,28.0,46.7900002,2,1.0,45,49
781,1121624,1178,144627,45-49,M,20,17662.0,2.0,3.189999938,1,0.0,45,49
782,1121627,1178,144628,45-49,M,21,65339.0,10.0,16.67999983,2,0.0,45,49
783,1121628,1178,144628,45-49,M,21,59838.0,7.0,11.11000013,1,0.0,45,49
784,1121629,1178,144628,45-49,M,21,381577.0,81.0,127.5699993,2,0.0,45,49
785,1121635,1178,144629,45-49,M,22,45491.0,8.0,11.00999999,1,0.0,45,49
786,1121638,1178,144630,45-49,M,23,18946.0,2.0,3.599999905,1,0.0,45,49
787,1121641,1178,144630,45-49,M,23,114370.0,18.0,33.65999997,1,0.0,45,49
788,1121642,1178,144630,45-49,M,23,99698.0,21.0,33.3499999,1,0.0,45,49
789,1121644,1178,144631,45-49,M,24,355165.0,81.0,128.6099997,4,2.5,45,49
790,1121650,1178,144632,45-49,M,25,101431.0,23.0,33.93000031,1,1.0,45,49
791,1121652,1178,144632,45-49,M,25,123151.0,24.0,36.4400003,2,1.0,45,49
792,1121660,1178,144633,45-49,M,26,24078.0,4.0,5.769999981,1,0.0,45,49
793,1121661,1178,144634,45-49,M,27,517801.0,92.25,147.842499759,3,0.0,45,49
794,1121662,1178,144634,45-49,M,27,145104.0,25.0,41.42000008,2,1.0,45,49
795,1121664,1178,144634,45-49,M,27,179950.0,35.0,58.67999971,1,0.0,45,49
796,1121665,1178,144634,45-49,M,27,258531.0,46.0,80.33999979,2,0.0,45,49
797,1121666,1178,144634,45-49,M,27,272500.0,62.0,104.4599996,3,0.0,45,49
798,1121667,1178,144635,45-49,M,28,273197.0,57.0,87.7300005,3,0.0,45,49
799,1121668,1178,144635,45-49,M,28,544667.25,92.25,147.842499759,4,2.0,45,49
800,1121669,1178,144635,45-49,M,28,120251.0,26.0,39.44000006,1,0.0,45,49
801,1121671,1178,144635,45-49,M,28,139406.0,24.0,39.04999948,1,0.0,45,49
802,1121672,1178,144635,45-49,M,28,60314.0,11.0,16.93999958,2,1.0,45,49
803,1121673,1178,144636,45-49,M,29,544667.25,86.0,142.7099985,4,2.0,45,49
804,1121674,1178,144636,45-49,M,29,168655.0,18.0,27.29999983,2,0.0,45,49
805,1121675,1178,144636,45-49,M,29,111963.0,17.0,29.3799994,2,1.0,45,49
806,1121676,1178,144636,45-49,M,29,544667.25,92.25,147.842499759,6,2.5,45,49
807,1121677,1178,144636,45-49,M,29,544667.25,92.25,147.842499759,6,2.5,45,49
808,1121678,1178,144636,45-49,M,29,147551.0,22.0,38.50000083,1,0.0,45,49
809,1121685,1178,144638,45-49,M,31,66794.0,9.0,17.3299998,1,1.0,45,49
810,1121687,1178,144638,45-49,M,31,118882.0,19.0,32.30999994,2,1.0,45,49
811,1121689,1178,144638,45-49,M,31,148010.0,24.0,41.96999943,1,0.0,45,49
812,1121691,1178,144639,45-49,M,32,544667.25,92.25,147.842499759,3,1.0,45,49
813,1121692,1178,144639,45-49,M,32,544667.25,92.25,147.842499759,4,1.0,45,49
814,1121693,1178,144639,45-49,M,32,433658.0,82.0,147.842499759,5,2.0,45,49
815,1121695,1178,144639,45-49,M,32,29455.0,3.0,4.769999981,1,0.0,45,49
816,1121701,1178,144640,45-49,M,36,23973.0,3.0,4.820000052,1,1.0,45,49
817,1121705,1178,144641,45-49,M,63,126480.0,25.0,37.25999999,1,1.0,45,49
818,1121706,1178,144641,45-49,M,63,138959.0,28.0,39.5200007,1,0.0,45,49
819,1121708,1178,144641,45-49,M,63,68829.0,12.0,19.47999978,1,0.0,45,49
820,1121711,1178,144642,45-49,M,64,49916.0,10.0,16.38,1,1.0,45,49
821,1121716,1178,144643,45-49,M,65,76014.0,16.0,22.67000031,1,1.0,45,49
822,1121723,1178,144644,45-49,M,2,50947.0,10.0,15.99000025,1,0.0,45,49
823,1121733,1178,144646,45-49,M,66,55536.0,11.0,17.04999995,1,0.0,45,49
824,1121741,1178,144647,30-34,F,10,318042.0,46.0,64.40999997,6,2.5,30,34
825,1121742,1178,144647,30-34,F,10,213016.0,30.0,44.21999955,6,2.0,30,34
826,1121745,1178,144648,30-34,F,15,182265.0,27.0,38.18000007,2,1.0,30,34
827,1121746,1178,144648,30-34,F,15,544667.25,92.25,147.842499759,6,2.5,30,34
828,1121749,1178,144648,30-34,F,15,333345.0,52.0,77.59000027,5,1.0,30,34
829,1121751,1178,144649,30-34,F,16,275930.0,30.0,46.77999997,5,2.0,30,34
830,1121753,1178,144649,30-34,F,16,544667.25,92.25,147.842499759,6,1.0,30,34
831,1121754,1178,144649,30-34,F,16,328272.0,35.0,55.99000025,2,1.0,30,34
832,1121755,1178,144649,30-34,F,16,178455.0,20.0,31.5400002,6,2.5,30,34
833,1121756,1178,144649,30-34,F,16,544667.25,92.25,147.339999,6,1.0,30,34
834,1121758,1178,144650,30-34,F,18,544667.25,91.0,147.842499759,5,2.0,30,34
835,1121759,1178,144650,30-34,F,18,515812.0,69.0,117.6299995,3,1.0,30,34
836,1121760,1178,144650,30-34,F,18,544667.25,92.25,147.842499759,4,2.0,30,34
837,1121763,1178,144651,30-34,F,19,87832.0,11.0,18.10000038,1,1.0,30,34
838,1121764,1178,144651,30-34,F,19,23368.0,3.0,4.300000191,1,0.0,30,34
839,1121765,1178,144651,30-34,F,19,51509.0,7.0,11.57000005,1,0.0,30,34
840,1121767,1178,144651,30-34,F,19,87043.0,16.0,24.48000002,2,0.0,30,34
841,1121768,1178,144651,30-34,F,19,544667.25,92.25,147.842499759,6,2.5,30,34
842,1121769,1178,144652,30-34,F,20,253758.0,43.0,62.14000034,4,1.0,30,34
843,1121773,1178,144652,30-34,F,20,319131.0,51.0,76.68000025,6,1.0,30,34
844,1121774,1178,144652,30-34,F,20,544667.25,92.25,147.842499759,6,2.5,30,34
845,1121775,1178,144653,30-34,F,21,159123.0,25.0,38.36000013,5,2.5,30,34
846,1121776,1178,144653,30-34,F,21,103709.0,15.0,24.56999969,3,1.0,30,34
847,1121779,1178,144653,30-34,F,21,271589.0,45.0,74.41000032,6,2.5,30,34
848,1121780,1178,144653,30-34,F,21,119772.0,20.0,33.46999907,5,2.0,30,34
849,1121782,1178,144654,30-34,F,22,26340.0,3.0,4.220000029,1,1.0,30,34
850,1121783,1178,144654,30-34,F,22,544667.25,92.25,147.6700006,4,0.0,30,34
851,1121791,1178,144655,30-34,F,23,6838.0,0.0,0.0,1,0.0,30,34
852,1121793,1178,144656,30-34,F,24,185665.0,39.0,62.14000058,1,0.0,30,34
853,1121795,1178,144656,30-34,F,24,24959.0,3.0,4.560000062,1,1.0,30,34
854,1121796,1178,144656,30-34,F,24,136967.0,23.0,35.05999982,3,1.0,30,34
855,1121798,1178,144656,30-34,F,24,107548.0,19.0,29.31000018,1,0.0,30,34
856,1121803,1178,144657,30-34,F,25,544667.25,92.25,147.842499759,2,0.0,30,34
857,1121806,1178,144658,30-34,F,26,190560.0,26.0,41.63,3,1.0,30,34
858,1121807,1178,144658,30-34,F,26,373110.0,49.0,75.70000076,4,2.0,30,34
859,1121812,1178,144659,30-34,F,27,544667.25,92.25,147.842499759,6,2.5,30,34
860,1121814,1178,144659,30-34,F,27,544667.25,92.25,147.842499759,6,2.5,30,34
861,1121815,1178,144659,30-34,F,27,240497.0,36.0,51.84000087,1,0.0,30,34
862,1121816,1178,144659,30-34,F,27,259984.0,37.0,54.7900002,5,0.0,30,34
863,1121817,1178,144660,30-34,F,28,544667.25,92.25,147.842499759,6,2.5,30,34
864,1121818,1178,144660,30-34,F,28,83270.0,13.0,17.74000001,1,0.0,30,34
865,1121819,1178,144660,30-34,F,28,544667.25,92.25,147.842499759,6,2.5,30,34
866,1121820,1178,144660,30-34,F,28,11471.0,1.0,1.570000052,0,0.0,30,34
867,1121824,1178,144661,30-34,F,29,544667.25,92.25,147.842499759,6,2.5,30,34
868,1121826,1178,144661,30-34,F,29,418016.0,63.0,95.8500005,3,1.0,30,34
869,1121827,1178,144661,30-34,F,29,30155.0,3.0,3.819999933,1,0.0,30,34
870,1121828,1178,144661,30-34,F,29,544667.25,92.25,147.842499759,6,2.5,30,34
871,1121829,1178,144662,30-34,F,30,187468.0,34.0,50.72000062,2,1.0,30,34
872,1121832,1178,144662,30-34,F,30,208301.0,33.0,54.57000089,1,0.0,30,34
873,1121833,1178,144662,30-34,F,30,101856.0,16.0,25.22000039,4,1.0,30,34
874,1121835,1178,144663,30-34,F,31,48935.0,7.0,9.970000267,1,1.0,30,34
875,1121839,1178,144663,30-34,F,31,13911.0,1.0,1.730000019,1,1.0,30,34
876,1121841,1178,144664,30-34,F,32,511726.0,77.0,123.0900019,6,2.5,30,34
877,1121843,1178,144664,30-34,F,32,177452.0,24.0,37.83000016,2,0.0,30,34
878,1121844,1178,144664,30-34,F,32,149808.0,20.0,33.03999937,1,1.0,30,34
879,1121845,1178,144664,30-34,F,32,390339.0,60.0,105.0199997,6,2.5,30,34
880,1121846,1178,144664,30-34,F,32,8350.0,0.0,0.0,1,0.0,30,34
881,1121847,1178,144665,30-34,F,36,39339.0,4.0,5.929999948,1,0.0,30,34
882,1121854,1178,144666,30-34,F,63,8587.0,0.0,0.0,1,0.0,30,34
883,1121855,1178,144666,30-34,F,63,24893.0,2.0,3.75,1,0.0,30,34
884,1121856,1178,144666,30-34,F,63,544667.25,92.25,147.842499759,6,2.5,30,34
885,1121857,1178,144666,30-34,F,63,91607.0,12.0,19.1899997,2,1.0,30,34
886,1121859,1178,144667,30-34,F,64,238036.0,38.0,61.02999771,6,2.5,30,34
887,1121860,1178,144667,30-34,F,64,254344.0,35.0,56.16999996,2,1.0,30,34
888,1121861,1178,144667,30-34,F,64,157705.0,23.0,39.23000026,2,0.0,30,34
889,1121862,1178,144667,30-34,F,64,411571.0,60.0,99.1799984,6,1.0,30,34
890,1121863,1178,144667,30-34,F,64,94136.0,11.0,16.17999971,1,0.0,30,34
891,1121867,1178,144668,30-34,F,65,82640.0,16.0,23.97000039,1,1.0,30,34
892,1121869,1178,144668,30-34,F,65,17870.0,2.0,2.620000005,1,1.0,30,34
893,1121871,1178,144669,30-34,F,2,19178.0,2.0,2.779999971,1,1.0,30,34
894,1121873,1178,144669,30-34,F,2,5264.0,0.0,0.0,1,0.0,30,34
895,1121874,1178,144669,30-34,F,2,145548.0,28.0,42.37000036,2,1.0,30,34
896,1121876,1178,144669,30-34,F,2,82455.0,15.0,22.04999971,1,0.0,30,34
897,1121877,1178,144670,30-34,F,7,44189.0,7.0,10.31999981,2,0.0,30,34
898,1121878,1178,144670,30-34,F,7,45199.0,7.0,9.809999943,1,0.0,30,34
899,1121881,1178,144670,30-34,F,7,221843.0,43.0,63.45000076,5,0.0,30,34
900,1121888,1178,144671,30-34,F,66,41672.0,6.0,10.54999995,2,1.0,30,34
901,1121889,1178,144672,35-39,F,10,127546.0,25.0,38.94000041,2,0.0,35,39
902,1121890,1178,144672,35-39,F,10,127865.0,28.0,38.02999961,3,1.0,35,39
903,1121891,1178,144672,35-39,F,10,544667.25,92.25,147.842499759,6,2.0,35,39
904,1121894,1178,144672,35-39,F,10,544667.25,92.25,147.842499759,3,0.0,35,39
905,1121895,1178,144673,35-39,F,15,132803.0,25.0,37.32000124,2,1.0,35,39
906,1121897,1178,144673,35-39,F,15,24664.0,2.0,2.629999995,1,1.0,35,39
907,1121901,1178,144674,35-39,F,16,544667.25,92.25,147.842499759,6,2.5,35,39
908,1121902,1178,144674,35-39,F,16,544667.25,92.25,147.842499759,6,2.0,35,39
909,1121903,1178,144674,35-39,F,16,544667.25,92.25,147.842499759,6,2.5,35,39
910,1121904,1178,144674,35-39,F,16,146406.0,23.0,33.22999942,1,1.0,35,39
911,1121905,1178,144674,35-39,F,16,544667.25,92.25,147.842499759,4,1.0,35,39
912,1121906,1178,144674,35-39,F,16,544667.25,92.25,147.842499759,6,2.5,35,39
913,1121907,1178,144675,35-39,F,18,98057.0,20.0,31.00999963,1,1.0,35,39
914,1121917,1178,144676,35-39,F,19,238735.0,56.0,84.65999889,4,1.0,35,39
915,1121918,1178,144676,35-39,F,19,320657.0,77.0,115.8800026,2,0.0,35,39
916,1121925,1178,144678,35-39,F,21,244074.0,57.0,84.51000023,4,2.0,35,39
917,1121928,1178,144678,35-39,F,21,39146.0,8.0,13.05999959,1,0.0,35,39
918,1121931,1178,144679,35-39,F,22,78468.0,15.0,23.64999962,1,0.0,35,39
919,1121933,1178,144679,35-39,F,22,325653.0,63.0,89.35000026,2,0.0,35,39
920,1121935,1178,144679,35-39,F,22,66277.0,12.0,17.30000019,1,0.0,35,39
921,1121936,1178,144679,35-39,F,22,93002.0,16.0,23.33999968,1,0.0,35,39
922,1121944,1178,144681,35-39,F,24,109723.0,27.0,40.9600004,1,0.0,35,39
923,1121948,1178,144681,35-39,F,24,118941.0,35.0,50.11000001,4,1.0,35,39
924,1121949,1178,144682,35-39,F,25,221576.0,47.0,66.79000068,6,1.0,35,39
925,1121953,1178,144682,35-39,F,25,8341.0,1.0,1.639999986,1,0.0,35,39
926,1121954,1178,144682,35-39,F,25,120335.0,26.0,36.2299993,2,0.0,35,39
927,1121955,1178,144683,35-39,F,26,182098.0,40.0,62.86999989,1,1.0,35,39
928,1121956,1178,144683,35-39,F,26,227473.0,52.0,71.58000052,1,1.0,35,39
929,1121962,1178,144684,35-39,F,27,544667.25,92.25,147.842499759,6,1.0,35,39
930,1121963,1178,144684,35-39,F,27,544667.25,92.25,147.842499759,6,2.5,35,39
931,1121971,1178,144685,35-39,F,28,41111.0,8.0,10.96000016,1,0.0,35,39
932,1121973,1178,144686,35-39,F,29,148616.0,25.0,37.39999962,6,2.5,35,39
933,1121976,1178,144686,35-39,F,29,544667.25,92.25,147.842499759,6,2.5,35,39
934,1121977,1178,144686,35-39,F,29,139596.0,26.0,42.41000032,1,1.0,35,39
935,1121983,1178,144687,35-39,F,30,105399.0,22.0,33.19999933,2,0.0,35,39
936,1121994,1178,144689,35-39,F,32,222378.0,50.0,72.91000104,1,0.0,35,39
937,1122003,1178,144691,35-39,F,63,544667.25,92.25,147.842499759,6,2.5,35,39
938,1122004,1178,144691,35-39,F,63,544667.25,92.25,147.842499759,5,1.0,35,39
939,1122005,1178,144691,35-39,F,63,449588.0,81.0,123.800001,5,2.0,35,39
940,1122006,1178,144691,35-39,F,63,318157.0,56.0,85.70000196,3,0.0,35,39
941,1122007,1178,144691,35-39,F,63,196967.0,43.0,65.17999971,2,1.0,35,39
942,1122011,1178,144692,35-39,F,64,158298.0,37.0,46.43000007,4,1.0,35,39
943,1122012,1178,144692,35-39,F,64,222739.0,55.0,68.55999959,5,2.0,35,39
944,1122022,1178,144694,35-39,F,2,20780.0,5.0,8.189999938,1,0.0,35,39
945,1122027,1178,144695,35-39,F,7,128616.0,33.0,48.54999948,2,0.0,35,39
946,1122039,1178,144697,40-44,F,10,258954.0,61.0,82.27999902,1,0.0,40,44
947,1122040,1178,144697,40-44,F,10,205289.0,48.0,71.53000104,3,0.0,40,44
948,1122041,1178,144697,40-44,F,10,544667.25,92.25,147.842499759,6,2.5,40,44
949,1122043,1178,144697,40-44,F,10,544667.25,92.25,147.842499759,6,2.5,40,44
950,1122044,1178,144697,40-44,F,10,233043.0,49.0,65.03000033,2,0.0,40,44
951,1122047,1178,144698,40-44,F,15,544667.25,92.25,147.842499759,6,2.0,40,44
952,1122052,1178,144699,40-44,F,16,265038.0,51.0,78.45999932,2,1.0,40,44
953,1122054,1178,144699,40-44,F,16,222273.0,39.0,53.62999868,6,1.0,40,44
954,1122055,1178,144699,40-44,F,16,544667.25,92.25,147.842499759,4,1.0,40,44
955,1122056,1178,144699,40-44,F,16,544667.25,92.25,147.842499759,4,2.0,40,44
956,1122058,1178,144700,40-44,F,18,22210.0,3.0,4.050000191,1,1.0,40,44
957,1122075,1178,144703,40-44,F,21,46391.0,11.0,16.40999985,3,1.0,40,44
958,1122078,1178,144703,40-44,F,21,190477.0,42.0,66.38999987,1,0.0,40,44
